Directorio;Secuencia_p;Orden;P6074;P756;P756S1;P756S3;P755;P755S1;P755S3;P754;P753;P753S1;P753S3;P752;P1662;Mes;Fex_c_2011
4978480;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1160,82193951118
4978480;1;2;1;2;11; ;2; ; ;1;2; ; ;1; ;08;1160,82193951118
4978480;1;3;1;2;11; ;2; ; ;1;2; ; ;1; ;08;1160,82193951118
4978480;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1160,82193951118
4978481;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1183,81186012517
4978482;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978482;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978483;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1140,00284349721
4978483;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1140,00284349721
4978483;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1140,00284349721
4978485;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;2509,45507172499
4978485;1;2;2;1; ; ;3;66; ;1;2; ; ;1; ;08;2509,45507172499
4978486;1;1;2;2;73; ;3;17; ;1;2; ; ;1; ;08;1799,13631413487
4978486;2;1;2;2;52; ;3;52; ;1;2; ; ;1; ;08;1799,13631413487
4978487;1;1;2;2;52; ;3;86; ;1;2; ; ;1; ;08;1365,83422354292
4978487;2;1;2;3; ;11;4; ;11; ;4; ;11; ;2;08;1365,83422354292
4978487;3;1;2;2;17; ;2; ; ;1;2; ; ;1; ;08;1365,83422354292
4978487;4;1;2;2;52; ;3;52; ;1;3;52; ;1; ;08;1365,83422354292
4978488;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1031,78892747113
4978488;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1031,78892747113
4978489;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1322,32019362425
4978489;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1322,32019362425
4978489;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1322,32019362425
4978490;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1192,57081732916
4978490;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1192,57081732916
4978491;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4978491;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4978491;1;3;2;2;23; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4978492;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978492;1;2;2;2;17; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978493;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;897,185884400536
4978493;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;897,185884400536
4978493;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;897,185884400536
4978493;1;4;2;2;76; ;2; ; ;1;2; ; ;1; ;08;897,185884400536
4978493;1;5;2;2;5; ;2; ; ;1;2; ; ;1; ;08;897,185884400536
4978494;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1075,37473085527
4978494;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1075,37473085527
4978494;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1075,37473085527
4978494;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1075,37473085527
4978495;1;1;1;2;70; ;3;70; ;1;3;70; ;1; ;08;2015,56414618702
4978495;1;2;2;2;70; ;2; ; ;1;2; ; ;1; ;08;2015,56414618702
4978495;1;3;2;2;13; ;3;13; ;1;3;13; ;1; ;08;2015,56414618702
4978496;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;758,357515268761
4978496;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;758,357515268761
4978496;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;758,357515268761
4978496;1;4;2;2;5; ;2; ; ;1;2; ; ;1; ;08;758,357515268761
4978497;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978497;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978498;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1989,62144563016
4978499;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978499;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978500;1;1;2;2;41; ;2; ; ;1;2; ; ;1; ;08;1685,57558032208
4978500;1;2;2;2;41; ;2; ; ;1;2; ; ;1; ;08;1685,57558032208
4978501;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1225,45005215312
4978501;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1225,45005215312
4978501;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1225,45005215312
4978502;1;1;2;2;52; ;3;52; ;1;2; ; ;1; ;08;1759,53198963419
4978502;1;2;2;2;19; ;2; ; ;1;2; ; ;1; ;08;1759,53198963419
4978502;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1759,53198963419
4978503;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1137,03829837739
4978504;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;08;873,402243266743
4978504;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;873,402243266743
4978505;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978505;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978506;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1799,13631413487
4978506;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;08;1799,13631413487
4978507;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978507;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978508;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;965,758870973857
4978508;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;965,758870973857
4978508;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;965,758870973857
4978509;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;994,810722815079
4978510;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1129,99603833859
4978510;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1129,99603833859
4978510;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1129,99603833859
4978511;1;1;2;2;81; ;3;81; ;1;2; ; ;1; ;08;1934,32162965839
4978511;2;1;2;2;17; ;2; ; ;1;2; ; ;1; ;08;1934,32162965839
4978511;3;1;2;2;86; ;3;86; ;2;2; ; ;1; ;08;1934,32162965839
4978512;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;870,516305226215
4978512;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;870,516305226215
4978512;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;870,516305226215
4978512;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;870,516305226215
4978513;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4978513;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4978513;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4978514;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1208,57583007053
4978515;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;08;1989,62144563016
4978516;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1255,87559319505
4978516;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1255,87559319505
4978516;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1255,87559319505
4978516;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1255,87559319505
4978516;1;5;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1255,87559319505
4978517;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1072,41018573545
4978517;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1072,41018573545
4978518;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;994,810722815079
4978519;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978519;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978520;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1108,14054243688
4978520;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1108,14054243688
4978520;1;3;2;2;5; ;3;5; ;2;2; ; ;1; ;08;1108,14054243688
4978520;1;4;2;2;5; ;3;5; ;1;3;11; ;1; ;08;1108,14054243688
4978521;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1035,51058815868
4978521;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1035,51058815868
4978521;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1035,51058815868
4978521;1;4;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1035,51058815868
4978521;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1035,51058815868
4978522;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1254,7275358625
4978522;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1254,7275358625
4978523;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1411,88000473254
4978523;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1411,88000473254
4978523;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1411,88000473254
4978523;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1411,88000473254
4978523;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1411,88000473254
4978523;1;6;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1411,88000473254
4978523;1;7;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1411,88000473254
4978523;1;8;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1411,88000473254
4978524;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1007,39706300181
4978524;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1007,39706300181
4978524;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1007,39706300181
4978524;1;4;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1007,39706300181
4978524;1;5;2;2;66; ;2; ; ;1;2; ; ;1; ;08;1007,39706300181
4978525;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1229,3949260845
4978525;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1229,3949260845
4978526;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1170,29726097021
4978526;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1170,29726097021
4978526;1;3;2;2;63; ;2; ; ;1;2; ; ;1; ;08;1170,29726097021
4978526;1;4;2;2;63; ;2; ; ;1;2; ; ;1; ;08;1170,29726097021
4978527;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;08;1222,35266604571
4978527;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1222,35266604571
4978527;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1222,35266604571
4978527;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1222,35266604571
4978528;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;08;1208,57583007053
4978529;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1079,08869059566
4978529;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1079,08869059566
4978529;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1079,08869059566
4978529;1;4;1;1; ; ;3;50; ;2;3;50; ;2;1;08;1079,08869059566
4978529;1;5;2;1; ; ;3;50; ;2;3;50; ;2;8;08;1079,08869059566
4978529;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1079,08869059566
4978530;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;08;952,018639950749
4978530;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;952,018639950749
4978530;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;08;952,018639950749
4978530;1;4;2;2;5; ;2; ; ;1;2; ; ;1; ;08;952,018639950749
4978530;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;952,018639950749
4978531;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1377,85271257602
4978531;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1377,85271257602
4978531;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1377,85271257602
4978531;1;4;1;1; ; ;1; ; ; ;1; ; ; ; ;08;1377,85271257602
4978532;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;997,775267934896
4978532;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;997,775267934896
4978532;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;08;997,775267934896
4978533;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1138,75499554258
4978533;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1138,75499554258
4978533;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;08;1138,75499554258
4978533;1;4;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1138,75499554258
4978534;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;955,100676019206
4978534;1;2;2;1; ; ;3;5; ;2;2; ; ;1; ;08;955,100676019206
4978534;1;3;1;1; ; ;1; ; ; ;1; ; ; ; ;08;955,100676019206
4978535;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1208,57583007053
4978536;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;819,586421480165
4978536;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;819,586421480165
4978536;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;08;819,586421480165
4978536;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;819,586421480165
4978537;1;1;2;2;23; ;3;23; ;2;2; ; ;1; ;08;1099,38158523289
4978537;1;2;2;2;23; ;3;23; ;2;2; ; ;1; ;08;1099,38158523289
4978537;1;3;2;2;23; ;3;23; ;2;2; ; ;1; ;08;1099,38158523289
4978538;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1132,96058345841
4978538;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1132,96058345841
4978538;2;1;2;2;70; ;2; ; ;1;2; ; ;1; ;08;1132,96058345841
4978538;3;1;2;3; ;3;4; ;3; ;4; ;3; ;10;08;1132,96058345841
4978538;3;2;2;3; ;3;4; ;3; ;4; ;3; ;10;08;1132,96058345841
4978539;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4978539;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4978539;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4978539;1;4;2;1; ; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4978540;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;778,159677519101
4978540;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;08;778,159677519101
4978540;2;1;2;2;15; ;3;85; ;1;2; ; ;1; ;08;778,159677519101
4978541;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4978541;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4978541;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4978542;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1208,57583007053
4978543;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1080,33653855028
4978543;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1080,33653855028
4978543;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1080,33653855028
4978543;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1080,33653855028
4978543;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1080,33653855028
4978544;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4978544;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4978544;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4978544;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4978545;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1183,81186012517
4978546;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1348,8008607348
4978546;1;2;2;2;17; ;2; ; ;1;2; ; ;1; ;08;1348,8008607348
4978546;1;3;2;2;11; ;2; ; ;1;2; ; ;1; ;08;1348,8008607348
4978546;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1348,8008607348
4978546;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1348,8008607348
4978546;1;6;1;1; ; ;1; ; ; ;2; ; ;1; ;08;1348,8008607348
4978547;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;08;768,364320427374
4978547;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;768,364320427374
4978547;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;768,364320427374
4978547;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;768,364320427374
4978548;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1352,52010279803
4978548;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1352,52010279803
4978548;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1352,52010279803
4978548;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1352,52010279803
4978549;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1159,57409155656
4978549;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1159,57409155656
4978549;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;08;1159,57409155656
4978549;1;4;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1159,57409155656
4978549;1;5;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1159,57409155656
4978550;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978550;1;2;2;2;17; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978551;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1023,55617164389
4978551;1;2;2;2;27; ;2; ; ;1;2; ; ;1; ;08;1023,55617164389
4978551;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1023,55617164389
4978551;1;4;2;2;15; ;2; ; ;1;2; ; ;1; ;08;1023,55617164389
4978551;1;5;2;2;27; ;2; ; ;1;2; ; ;1; ;08;1023,55617164389
4978552;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1019,72878866115
4978552;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1019,72878866115
4978553;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1077,37199343047
4978553;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1077,37199343047
4978553;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1077,37199343047
4978554;1;1;2;3; ;3;4; ;3; ;2; ; ;1; ;08;955,100676019206
4978554;1;2;2;3; ;3;4; ;3; ;2; ; ;1; ;08;955,100676019206
4978554;1;3;1;1; ; ;1; ; ; ;1; ; ; ; ;08;955,100676019206
4978555;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;08;1989,62144563016
4978557;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1108,14054243688
4978557;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1108,14054243688
4978557;1;3;2;2;66; ;2; ; ;1;2; ; ;1; ;08;1108,14054243688
4978557;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1108,14054243688
4978558;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1036,44891484303
4978558;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1036,44891484303
4978558;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1036,44891484303
4978559;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;832,992433069314
4978559;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;832,992433069314
4978559;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;832,992433069314
4978560;1;1;2;3; ;3;4; ;3; ;4; ;6; ;8;08;1204,63095613915
4978560;1;2;2;3; ;3;4; ;3; ;4; ;3; ;10;08;1204,63095613915
4978561;1;1;2;2;11; ;3;68; ;1;2; ; ;1; ;08;1183,81186012517
4978562;1;1;2;1; ; ;3;5; ;1;2; ; ;1; ;08;1204,63095613915
4978562;1;2;2;2;66; ;3;5; ;1;2; ; ;1; ;08;1204,63095613915
4978563;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;964,196269709377
4978564;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1183,81186012517
4978565;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,3214464229
4978565;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,3214464229
4978565;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1087,3214464229
4978566;1;1;2;2;23; ;3;23; ;1;2; ; ;1; ;08;2932,52893270351
4978566;1;2;2;2;23; ;3;23; ;1;3;23; ;1; ;08;2932,52893270351
4978566;1;3;2;2;23; ;3;23; ;1;3;23; ;1; ;08;2932,52893270351
4978566;1;4;2;2;23; ;1; ; ; ;3;23; ;1; ;08;2932,52893270351
4978566;1;5;2;2;23; ;3;23; ;1;2; ; ;1; ;08;2932,52893270351
4978566;1;6;2;2;23; ;3;23; ;1;3;23; ;1; ;08;2932,52893270351
4978567;1;1;2;2;73; ;3;73; ;1;2; ; ;1; ;08;1669,88008885099
4978567;2;1;2;2;68; ;3;68; ;1;2; ; ;1; ;08;1669,88008885099
4978567;3;1;2;2;15; ;3;15; ;1;2; ; ;1; ;08;1669,88008885099
4978568;1;1;2;2;54; ;3;54; ;1;2; ; ;1; ;08;1123,90342699129
4978568;1;2;2;2;54; ;3;54; ;1;3;54; ;1; ;08;1123,90342699129
4978568;1;3;2;2;54; ;3;54; ;1;2; ; ;1; ;08;1123,90342699129
4978568;1;4;2;2;54; ;1; ; ; ;1; ; ; ; ;08;1123,90342699129
4978568;1;5;2;2;54; ;3;54; ;1;3;11; ;1; ;08;1123,90342699129
4978568;1;6;2;2;54; ;1; ; ; ;3;11; ;1; ;08;1123,90342699129
4978570;1;1;2;2;52; ;2; ; ;1;2; ; ;1; ;08;2063,57785494227
4978570;1;2;2;2;52; ;2; ; ;1;2; ; ;1; ;08;2063,57785494227
4978571;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;1772,74718709035
4978571;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;1772,74718709035
4978571;1;3;2;2;23; ;2; ; ;1;2; ; ;1; ;08;1772,74718709035
4978571;1;4;2;2;23; ;2; ; ;1;2; ; ;1; ;08;1772,74718709035
4978572;1;1;2;3; ;3;4; ;3; ;2; ; ;1; ;08;1293,8021654526
4978572;1;2;2;3; ;3;4; ;3; ;4; ;3; ;1;08;1293,8021654526
4978572;1;3;2;3; ;3;4; ;3; ;2; ; ;1; ;08;1293,8021654526
4978572;1;4;2;3; ;3;1; ; ; ;2; ; ;1; ;08;1293,8021654526
4978572;1;5;2;3; ;3;4; ;3; ;4; ;3; ;1;08;1293,8021654526
4978572;1;6;2;3; ;3;4; ;3; ;4; ;3; ;1;08;1293,8021654526
4978572;1;7;2;3; ;3;1; ; ; ;4; ;3; ;8;08;1293,8021654526
4978572;1;8;2;3; ;3;1; ; ; ;4; ;3; ;8;08;1293,8021654526
4978573;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1170,29726097021
4978573;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1170,29726097021
4978573;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1170,29726097021
4978573;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;08;1170,29726097021
4978574;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1229,3949260845
4978574;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1229,3949260845
4978575;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978575;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4978576;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1062,40338057684
4978576;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1062,40338057684
4978577;1;1;2;1; ; ;3;5; ;2;3;5; ;1; ;08;955,100676019206
4978577;1;2;2;2;5; ;3;5; ;1;3;5; ;1; ;08;955,100676019206
4978577;1;3;2;2;5; ;1; ; ; ;3;5; ;1; ;08;955,100676019206
4978578;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1260,16347509092
4978578;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1260,16347509092
4978578;1;3;1;2;5; ;1; ; ; ;2; ; ;1; ;08;1260,16347509092
4978579;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1031,78892747113
4978579;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1031,78892747113
4978580;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;08;1161,04757137933
4978580;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1161,04757137933
4978580;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1161,04757137933
4978580;1;4;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1161,04757137933
4978580;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1161,04757137933
4978581;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;08;2340,59452194043
4978581;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;2340,59452194043
4978581;1;3;2;2;76; ;2; ; ;1;2; ; ;1; ;08;2340,59452194043
4978581;1;4;1;2;5; ;1; ; ; ;2; ; ;1; ;08;2340,59452194043
4978582;1;1;2;2;5; ;3;11; ;1;2; ; ;1; ;08;1315,69599404269
4978582;1;2;2;2;11; ;2; ; ;1;2; ; ;1; ;08;1315,69599404269
4978582;1;3;2;2;11; ;2; ; ;1;2; ; ;1; ;08;1315,69599404269
4978582;1;4;2;2;11; ;2; ; ;1;2; ; ;1; ;08;1315,69599404269
4978583;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1089,03814358809
4978583;1;2;2;2;17; ;2; ; ;1;2; ; ;1; ;08;1089,03814358809
4978583;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1089,03814358809
4978583;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1089,03814358809
4978583;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1089,03814358809
4978583;1;6;1;1; ; ;1; ; ; ;2; ; ;1; ;08;1089,03814358809
4978584;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;2937,78474997077
4978584;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;2937,78474997077
4978584;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;2937,78474997077
4978584;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;2937,78474997077
4978584;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;2937,78474997077
