Directorio;Secuencia_p;Orden;P6074;P756;P756S1;P756S3;P755;P755S1;P755S3;P754;P753;P753S1;P753S3;P752;P1662;Mes;Fex_c_2011
4984551;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1072,41018573545
4984552;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4984552;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4984553;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4984553;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4984553;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4984554;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4984554;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4984554;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1154,76000828395
4984555;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1131,77008766996
4984555;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1131,77008766996
4984555;1;3;1;1; ; ;2; ; ;1;3;5; ;1; ;08;1131,77008766996
4984555;1;4;2;2;17; ;3;47; ;1;3;5; ;1; ;08;1131,77008766996
4984555;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1131,77008766996
4984555;1;6;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1131,77008766996
4984556;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;900,585090831072
4984556;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;900,585090831072
4984556;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;08;900,585090831072
4984556;1;4;2;2;5; ;2; ; ;1;2; ; ;1; ;08;900,585090831072
4984557;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1256,44423302769
4984557;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1256,44423302769
4984557;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1256,44423302769
4984557;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1256,44423302769
4984557;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1256,44423302769
4984558;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;08;986,732062888543
4984558;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;986,732062888543
4984558;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;986,732062888543
4984558;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;986,732062888543
4984558;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;986,732062888543
4984559;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1107,98644653617
4984559;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1107,98644653617
4984559;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1107,98644653617
4984560;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1062,40338057684
4984560;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1062,40338057684
4984562;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;08;1293,26834178303
4984562;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1293,26834178303
4984562;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1293,26834178303
4984562;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1293,26834178303
4984562;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1293,26834178303
4984563;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4984563;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4984565;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,3214464229
4984565;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,3214464229
4984565;1;3;1;2;5; ;1; ; ; ;1; ; ; ; ;08;1087,3214464229
4984566;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;965,758870973857
4984566;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;965,758870973857
4984566;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;965,758870973857
4984567;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;984,260668779939
4984567;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;984,260668779939
4984567;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;08;984,260668779939
4984567;1;4;1;2;5; ;1; ; ; ;2; ; ;1; ;08;984,260668779939
4984567;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;984,260668779939
4984567;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;08;984,260668779939
4984568;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;751,993763718407
4984568;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;751,993763718407
4984568;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;751,993763718407
4984569;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;469,97925057038
4984569;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;469,97925057038
4984569;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;469,97925057038
4984569;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;469,97925057038
4984569;1;5;2;1; ; ;2; ; ;1;2; ; ;1; ;08;469,97925057038
4984570;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1322,32019362425
4984570;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;08;1322,32019362425
4984570;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1322,32019362425
4984571;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1208,57583007053
4984572;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;08;1083,22247659081
4984572;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1083,22247659081
4984572;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1083,22247659081
4984573;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;957,911125238313
4984573;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;957,911125238313
4984573;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;957,911125238313
4984573;1;4;1;2;5; ;2; ; ;1;2; ; ;1; ;08;957,911125238313
4984574;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1110,95099165599
4984574;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1110,95099165599
4984574;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1110,95099165599
4984574;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1110,95099165599
4984574;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1110,95099165599
4984575;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;965,758870973857
4984575;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;965,758870973857
4984575;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;08;965,758870973857
4984576;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1168,33304876054
4984576;1;2;2;1; ; ;2; ; ;1;4; ;11; ;10;08;1168,33304876054
4984576;1;3;1;1; ; ;1; ; ; ;4; ;11; ;8;08;1168,33304876054
4984576;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1168,33304876054
4984576;1;5;1;1; ; ;1; ; ; ;1; ; ; ; ;08;1168,33304876054
4984576;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1168,33304876054
4984577;1;1;2;2;47; ;2; ; ;1;2; ; ;1; ;08;1231,11162324969
4984577;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1231,11162324969
4984577;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1231,11162324969
4984577;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;08;1231,11162324969
4984577;1;5;2;2;5; ;3;5; ;1;3;5; ;1; ;08;1231,11162324969
4984578;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;08;503,107094753094
4984578;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;503,107094753094
4984578;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;503,107094753094
4984578;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;08;503,107094753094
4984578;1;5;1;1; ; ;1; ; ; ;2; ; ;1; ;08;503,107094753094
4984579;1;1;2;2;66; ;2; ; ;1;2; ; ;1; ;08;1018,59436394887
4984579;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1018,59436394887
4984579;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1018,59436394887
4984579;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1018,59436394887
4984580;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;08;401,538871682584
4984580;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;401,538871682584
4984580;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;08;401,538871682584
4984580;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;401,538871682584
4984582;1;1;2;2;5; ;3;5; ;2;2; ; ;1; ;08;1051,59108972147
4984583;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4984583;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4984584;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;08;1183,81186012517
4984585;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4984585;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4984587;1;1;2;1; ; ;3;5; ;1;2; ; ;1; ;08;1183,81186012517
4984588;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;910,380447922799
4984588;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;08;910,380447922799
4984588;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;910,380447922799
4984589;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1062,40338057684
4984589;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1062,40338057684
4984590;1;1;2;2;5; ;3;23; ;1;2; ; ;1; ;08;1440,00943110936
4984590;1;2;2;2;23; ;3;23; ;1;2; ; ;1; ;08;1440,00943110936
4984590;1;3;2;2;23; ;3;23; ;1;2; ; ;1; ;08;1440,00943110936
4984590;1;4;2;2;23; ;1; ; ; ;2; ; ;1; ;08;1440,00943110936
4984591;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1102,70460320846
4984591;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1102,70460320846
4984591;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;08;1102,70460320846
4984592;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;974,465311688212
4984592;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;974,465311688212
4984592;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;08;974,465311688212
4984592;1;4;1;2;5; ;1; ; ; ;2; ; ;1; ;08;974,465311688212
4984592;1;5;2;2;5; ;2; ; ;1;2; ; ;1; ;08;974,465311688212
4984592;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;08;974,465311688212
4984592;1;7;2;2;5; ;2; ; ;1;2; ; ;1; ;08;974,465311688212
4984593;1;1;2;2;5; ;3;23; ;1;2; ; ;1; ;08;863,606886175016
4984593;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;863,606886175016
4984593;1;3;2;2;23; ;2; ; ;1;2; ; ;1; ;08;863,606886175016
4984594;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;08;1055,57256860493
4984594;1;2;2;2;11; ;2; ; ;1;2; ; ;1; ;08;1055,57256860493
4984594;1;3;2;2;11; ;2; ; ;1;2; ; ;1; ;08;1055,57256860493
4984594;1;4;2;2;11; ;2; ; ;1;2; ; ;1; ;08;1055,57256860493
4984594;1;5;2;2;11; ;2; ; ;1;2; ; ;1; ;08;1055,57256860493
4984595;1;1;1;1; ; ;2; ; ;2;2; ; ;2;1;08;900,585090831072
4984595;1;2;1;1; ; ;2; ; ;2;2; ; ;2;8;08;900,585090831072
4984595;1;3;1;1; ; ;2; ; ;2;2; ; ;2;8;08;900,585090831072
4984595;1;4;1;1; ; ;2; ; ;2;2; ; ;2;8;08;900,585090831072
4984596;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;994,810722815079
4984597;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;08;595,299078515529
4984597;1;2;2;2;11; ;2; ; ;1;2; ; ;1; ;08;595,299078515529
4984597;1;3;2;2;23; ;2; ; ;1;2; ; ;1; ;08;595,299078515529
4984597;1;4;2;2;23; ;3;23; ;1;2; ; ;1; ;08;595,299078515529
4984597;1;5;2;2;13; ;3;5; ;1;2; ; ;1; ;08;595,299078515529
4984597;1;6;2;2;13; ;3;13; ;1;2; ; ;1; ;08;595,299078515529
4984597;1;7;2;2;13; ;3;13; ;1;3;13; ;1; ;08;595,299078515529
4984597;1;8;2;2;23; ;3;23; ;1;2; ; ;1; ;08;595,299078515529
4984598;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1260,16347509092
4984598;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1260,16347509092
4984598;1;3;1;1; ; ;1; ; ; ;1; ; ; ; ;08;1260,16347509092
4984599;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1339,81627166266
4984599;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1339,81627166266
4984599;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1339,81627166266
4984599;1;4;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1339,81627166266
4984600;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1216,5800903311
4984600;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1216,5800903311
4984600;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1216,5800903311
4984600;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;08;1216,5800903311
4984600;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1216,5800903311
4984600;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1216,5800903311
4984601;1;1;1;2;27; ;2; ; ;1;2; ; ;1; ;08;920,387253081412
4984601;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;08;920,387253081412
4984601;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;920,387253081412
4984602;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1225,45005215312
4984602;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1225,45005215312
4984602;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1225,45005215312
4984603;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1062,40338057684
4984603;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1062,40338057684
4984604;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4984604;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4984604;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4984604;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4984605;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1183,81186012517
4984606;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;08;994,810722815079
4984607;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1185,58590945654
4984607;1;2;2;2;76; ;2; ; ;1;2; ; ;1; ;08;1185,58590945654
4984607;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1185,58590945654
4984607;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1185,58590945654
4984608;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1090,13189564201
4984608;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1090,13189564201
4984608;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1090,13189564201
4984608;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1090,13189564201
4984609;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;08;985,015365723352
4984609;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;985,015365723352
4984610;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4984610;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1087,16735052219
4984611;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4984611;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4984611;1;3;2;1; ; ;2; ; ;1;4; ;1; ;2;08;987,979910843169
4984611;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;987,979910843169
4984612;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1120,20068124687
4984612;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1120,20068124687
4984612;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1120,20068124687
4984612;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1120,20068124687
4984613;1;1;2;2;15; ;2; ; ;1;2; ; ;1; ;08;1007,78207309351
4984613;1;2;2;2;15; ;3;15; ;1;2; ; ;1; ;08;1007,78207309351
4984613;1;3;2;2;15; ;3;15; ;1;2; ; ;1; ;08;1007,78207309351
4984615;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;08;1018,27432831618
4984615;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1018,27432831618
4984615;1;3;1;1; ; ;3;5; ;1;2; ; ;1; ;08;1018,27432831618
4984615;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1018,27432831618
4984615;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1018,27432831618
4984616;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1204,63095613915
4984616;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1204,63095613915
4984618;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;832,992433069314
4984618;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;832,992433069314
4984618;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;832,992433069314
4984619;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1015,62981882905
4984619;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1015,62981882905
4984620;1;1;2;2;5; ;3;5; ;1;3;5; ;1; ;08;1183,81186012517
4984621;1;1;2;2;11; ;3;11; ;1;2; ; ;1; ;08;1272,22361390091
4984621;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1272,22361390091
4984621;1;3;2;2;17; ;2; ; ;1;2; ; ;1; ;08;1272,22361390091
4984622;1;1;2;2;13; ;2; ; ;1;2; ; ;1; ;08;1072,41018573545
4984622;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1072,41018573545
4984623;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;1107,98644653617
4984623;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1107,98644653617
4984623;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1107,98644653617
4984624;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1236,3043451357
4984624;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1236,3043451357
4984624;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1236,3043451357
4984625;1;1;2;2;8; ;3;5; ;1;2; ; ;1; ;08;1052,60802348511
4984625;1;2;2;2;23; ;3;23; ;1;2; ; ;1; ;08;1052,60802348511
4984625;1;3;2;2;23; ;3;23; ;1;2; ; ;1; ;08;1052,60802348511
4984626;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;08;1137,03829837739
4984627;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;08;563,97135234361
4984627;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;563,97135234361
4984627;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;563,97135234361
4984628;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1204,63095613915
4984628;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1204,63095613915
4984630;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;08;850,792050421614
4984630;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;08;850,792050421614
4984630;1;3;2;2;5; ;3;5; ;1;2; ; ;1; ;08;850,792050421614
4984630;1;4;2;2;5; ;3;5; ;1;2; ; ;1; ;08;850,792050421614
4984630;1;5;2;2;5; ;1; ; ; ;2; ; ;1; ;08;850,792050421614
4984630;1;6;2;2;5; ;3;5; ;1;2; ; ;1; ;08;850,792050421614
4984630;1;7;2;2;5; ;3;5; ;1;2; ; ;1; ;08;850,792050421614
4984641;1;1;2;2;44; ;2; ; ;1;2; ; ;1; ;08;432,111967283746
4984642;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;08;586,375502684912
4984642;1;2;2;2;13; ;2; ; ;1;2; ; ;1; ;08;586,375502684912
4984642;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;586,375502684912
4984642;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;586,375502684912
4984642;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;586,375502684912
4984642;1;6;2;2;13; ;2; ; ;1;2; ; ;1; ;08;586,375502684912
4984643;1;1;2;2;76; ;3;13; ;1;2; ; ;1; ;08;570,473434190753
4984643;1;2;2;2;13; ;2; ; ;1;2; ; ;1; ;08;570,473434190753
4984644;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;608,055515548096
4984644;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;608,055515548096
4984644;1;3;2;1; ; ;3;11; ;1;2; ; ;1; ;08;608,055515548096
4984644;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;608,055515548096
4984644;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;608,055515548096
4984644;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;08;608,055515548096
4984644;1;7;1;1; ; ;2; ; ;1;2; ; ;1; ;08;608,055515548096
4984645;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;390,930428393445
4984645;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;390,930428393445
4984645;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;390,930428393445
4984645;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;390,930428393445
4984645;1;5;2;2;13; ;2; ; ;1;2; ; ;1; ;08;390,930428393445
4984646;1;1;2;2;8; ;3;8; ;1;2; ; ;1; ;08;585,568336898444
4984646;1;2;2;2;8; ;3;8; ;1;2; ; ;1; ;08;585,568336898444
4984646;1;3;2;1; ; ;4; ;3; ;2; ; ;1; ;08;585,568336898444
4984646;1;4;2;1; ; ;4; ;3; ;2; ; ;1; ;08;585,568336898444
4984646;1;5;2;3; ;3;4; ;3; ;2; ; ;1; ;08;585,568336898444
4984646;1;6;2;3; ;3;4; ;3; ;2; ; ;1; ;08;585,568336898444
4984646;1;7;2;1; ; ;4; ;3; ;2; ; ;1; ;08;585,568336898444
4984646;1;8;2;3; ;3;4; ;3; ;4; ;3; ;10;08;585,568336898444
4984646;1;9;2;3; ;3;4; ;3; ;2; ; ;1; ;08;585,568336898444
4984647;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;448,812982306736
4984647;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;448,812982306736
4984647;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;448,812982306736
4984647;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;448,812982306736
4984647;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;08;448,812982306736
4984647;1;6;2;2;27; ;2; ; ;1;2; ; ;1; ;08;448,812982306736
4984648;1;1;1;2;25; ;2; ; ;1;2; ; ;1; ;08;536,564669001522
4984648;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;536,564669001522
4984648;1;3;2;2;47; ;2; ; ;1;2; ; ;1; ;08;536,564669001522
4984648;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;536,564669001522
4984649;1;1;2;2;20; ;2; ; ;1;2; ; ;1; ;08;511,438343361157
4984649;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;08;511,438343361157
4984649;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;511,438343361157
4984650;1;1;2;2;13; ;2; ; ;1;2; ; ;1; ;08;565,272891722474
4984650;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;565,272891722474
4984650;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;565,272891722474
4984650;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;08;565,272891722474
4984651;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;527,164254978887
4984651;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;08;527,164254978887
4984651;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;527,164254978887
4984651;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;527,164254978887
4984652;1;1;1;2;23; ;2; ; ;1;2; ; ;1; ;08;1087,39826892513
4984652;1;2;2;2;8; ;2; ; ;1;2; ; ;1; ;08;1087,39826892513
4984652;1;3;2;2;23; ;2; ; ;1;2; ; ;1; ;08;1087,39826892513
4984652;1;4;2;2;13; ;2; ; ;1;2; ; ;1; ;08;1087,39826892513
4984652;1;5;1;1; ; ;1; ; ; ;1; ; ; ; ;08;1087,39826892513
4984652;1;6;2;2;23; ;2; ; ;1;2; ; ;1; ;08;1087,39826892513
4984652;1;7;2;2;23; ;2; ; ;1;2; ; ;1; ;08;1087,39826892513
4984652;1;8;2;2;23; ;2; ; ;1;2; ; ;1; ;08;1087,39826892513
4984652;1;9;1;1; ; ;2; ; ;1;2; ; ;1; ;08;1087,39826892513
4984653;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;08;521,76116432643
4984653;1;2;2;2;11; ;2; ; ;1;2; ; ;1; ;08;521,76116432643
4984653;1;3;2;2;11; ;2; ; ;1;2; ; ;1; ;08;521,76116432643
4984653;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;521,76116432643
4984654;1;1;2;2;8; ;2; ; ;1;2; ; ;1; ;08;911,699130617483
4984654;1;2;2;2;13; ;2; ; ;1;2; ; ;1; ;08;911,699130617483
4984654;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;911,699130617483
4984654;1;4;2;2;13; ;2; ; ;1;2; ; ;1; ;08;911,699130617483
4984655;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;08;998,228225236209
4984655;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;998,228225236209
4984655;1;3;1;2;8; ;2; ; ;1;2; ; ;1; ;08;998,228225236209
4984655;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;08;998,228225236209
4984656;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;422,747965905978
4984656;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;422,747965905978
4984656;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;08;422,747965905978
4984657;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;08;537,371834787989
4984658;1;1;2;2;41; ;2; ; ;1;2; ; ;1; ;08;585,09144079468
4984658;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;08;585,09144079468
4984658;1;3;2;2;11; ;2; ; ;1;2; ; ;1; ;08;585,09144079468
