Directorio;Secuencia_p;Orden;P6074;P756;P756S1;P756S3;P755;P755S1;P755S3;P754;P753;P753S1;P753S3;P752;P1662;Mes;Fex_c_2011
4891144;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;786,831514846148
4891144;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;786,831514846148
4891144;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;786,831514846148
4891144;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;786,831514846148
4891145;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1003,71120357452
4891145;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1003,71120357452
4891145;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1003,71120357452
4891146;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;753,790502580336
4891146;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;753,790502580336
4891146;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;753,790502580336
4891146;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;753,790502580336
4891146;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;04;753,790502580336
4891147;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1133,6222348868
4891147;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1133,6222348868
4891148;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;953,325403952589
4891148;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;04;953,325403952589
4891148;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;04;953,325403952589
4891148;1;4;2;2;23; ;2; ; ;1;2; ; ;1; ;04;953,325403952589
4891148;1;5;2;2;23; ;3;23; ;1;2; ; ;1; ;04;953,325403952589
4891149;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1053,22996956342
4891149;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1053,22996956342
4891149;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1053,22996956342
4891149;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1053,22996956342
4891150;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1191,42785788597
4891150;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1191,42785788597
4891150;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1191,42785788597
4891150;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1191,42785788597
4891151;1;1;2;2;63; ;2; ; ;1;2; ; ;1; ;04;1119,03272563133
4891152;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;990,068561270869
4891152;1;2;2;2;27; ;2; ; ;1;2; ; ;1; ;04;990,068561270869
4891152;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;990,068561270869
4891152;1;4;2;2;5; ;2; ; ;1;2; ; ;1; ;04;990,068561270869
4891153;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1082,28956831305
4891153;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1082,28956831305
4891154;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;04;1167,94116863047
4891154;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1167,94116863047
4891155;1;1;2;2;17; ;3;17; ;1;2; ; ;1; ;04;1179,68451325822
4891155;1;2;1;2;25; ;3;17; ;1;2; ; ;1; ;04;1179,68451325822
4891155;1;3;1;2;17; ;1; ; ; ;2; ; ;1; ;04;1179,68451325822
4891156;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1122,32891372469
4891156;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1122,32891372469
4891156;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1122,32891372469
4891156;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1122,32891372469
4891157;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1524,74603319921
4891157;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1524,74603319921
4891157;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1524,74603319921
4891157;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1524,74603319921
4891157;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1524,74603319921
4891157;1;6;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1524,74603319921
4891157;1;7;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1524,74603319921
4891157;1;8;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1524,74603319921
4891158;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;620,177326215592
4891158;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;620,177326215592
4891158;1;3;1;1; ; ;1; ; ; ;1; ; ; ; ;04;620,177326215592
4891158;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;620,177326215592
4891158;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;04;620,177326215592
4891158;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;04;620,177326215592
4891159;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1013,19062415178
4891159;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1013,19062415178
4891160;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1064,97331419117
4891160;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1064,97331419117
4891160;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1064,97331419117
4891160;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1064,97331419117
4891160;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1064,97331419117
4891161;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1215,90274467779
4891162;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1013,19062415178
4891162;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1013,19062415178
4891163;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1119,03272563133
4891164;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1071,07114958401
4891164;1;2;2;2;27; ;3;27; ;2;2; ; ;1; ;04;1071,07114958401
4891165;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1169,61482699548
4891165;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1169,61482699548
4891165;1;3;2;1; ; ;3;5; ;1;2; ; ;1; ;04;1169,61482699548
4891165;1;4;1;1; ; ;1; ; ; ;1; ; ; ; ;04;1169,61482699548
4891166;1;1;2;2;52; ;2; ; ;1;2; ; ;1; ;04;1369,14972836773
4891166;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1369,14972836773
4891166;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1369,14972836773
4891166;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1369,14972836773
4891167;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1279,50368177799
4891167;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1279,50368177799
4891167;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1279,50368177799
4891168;1;1;2;2;54; ;2; ; ;1;2; ; ;1; ;04;1053,22996956342
4891168;1;2;2;2;54; ;2; ; ;1;2; ; ;1; ;04;1053,22996956342
4891168;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1053,22996956342
4891168;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1053,22996956342
4891169;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1097,92892936592
4891169;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1097,92892936592
4891169;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1097,92892936592
4891169;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1097,92892936592
4891169;1;5;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1097,92892936592
4891170;1;1;2;1; ; ;3;5; ;1;2; ; ;1; ;04;1070,5462236853
4891171;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1037,50521141949
4891171;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1037,50521141949
4891172;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1086,18558473818
4891172;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1086,18558473818
4891172;1;3;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1086,18558473818
4891172;1;4;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1086,18558473818
4891173;1;1;2;2;27; ;2; ; ;1;2; ; ;1; ;04;1121,65325094815
4891173;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1121,65325094815
4891173;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1121,65325094815
4891173;1;4;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1121,65325094815
4891173;1;5;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1121,65325094815
4891174;1;1;2;3; ;3;4; ;3; ;3;81; ;1; ;04;1070,5462236853
4891175;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;04;1357,93130963869
4891175;1;2;2;2;63; ;2; ; ;1;2; ; ;1; ;04;1357,93130963869
4891175;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1357,93130963869
4891175;1;4;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1357,93130963869
4891176;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4891176;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4891177;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1191,42785788597
4891177;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1191,42785788597
4891177;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1191,42785788597
4891177;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1191,42785788597
4891179;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;2715,86261927737
4891179;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;2715,86261927737
4891179;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;2715,86261927737
4891179;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2715,86261927737
4891180;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1215,90274467779
4891181;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1179,68451325822
4891181;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1179,68451325822
4891181;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1179,68451325822
4891182;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1416,43564163852
4891182;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1416,43564163852
4891182;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1416,43564163852
4891182;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1416,43564163852
4891183;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1215,90274467779
4891184;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1979,08727074433
4891184;1;2;1;2;85; ;2; ; ;1;2; ; ;1; ;04;1979,08727074433
4891184;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1979,08727074433
4891185;1;1;1;1; ; ;2; ; ;1;2; ; ;2;10;04;2364,21747366565
4891185;1;2;2;2;5; ;2; ; ;1;2; ; ;2;10;04;2364,21747366565
4891186;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;2026,06064925532
4891186;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2026,06064925532
4891186;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2026,06064925532
4891186;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2026,06064925532
4891186;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2026,06064925532
4891187;1;1;2;2;27; ;2; ; ;1;2; ; ;1; ;04;886,575780932862
4891187;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;886,575780932862
4891187;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;886,575780932862
4891187;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;04;886,575780932862
4891187;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;04;886,575780932862
4891187;1;6;2;2;27; ;3;27; ;1;3;27; ;1; ;04;886,575780932862
4891188;1;1;2;2;5; ;2; ; ;1;2; ; ;2;10;04;2318,14414208594
4891188;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2318,14414208594
4891188;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;2318,14414208594
4891189;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1215,90274467779
4891190;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1179,68451325822
4891190;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;04;1179,68451325822
4891190;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1179,68451325822
4891191;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;2714,81276747996
4891191;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;04;2714,81276747996
4891191;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;04;2714,81276747996
4891193;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;3151,85592579024
4891193;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;3151,85592579024
4891193;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;3151,85592579024
4891193;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;04;3151,85592579024
4891193;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;04;3151,85592579024
4891193;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;04;3151,85592579024
4891193;1;7;1;1; ; ;1; ; ; ;2; ; ;1; ;04;3151,85592579024
4891193;1;8;1;1; ; ;2; ; ;1;2; ; ;1; ;04;3151,85592579024
4891193;1;9;1;1; ; ;2; ; ;1;2; ; ;1; ;04;3151,85592579024
4891193;1;10;1;1; ; ;2; ; ;1;2; ; ;1; ;04;3151,85592579024
4891194;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1785,34723265141
4891194;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1785,34723265141
4891194;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1785,34723265141
4891195;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1277,07945820338
4891195;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1277,07945820338
4891195;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1277,07945820338
4891195;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1277,07945820338
4891196;1;1;2;1; ; ;2; ; ;2;2; ; ;2;10;04;1167,94116863047
4891196;1;2;2;1; ; ;2; ; ;2;2; ; ;2;10;04;1167,94116863047
4891197;1;1;2;1; ; ;3;5; ;1;3;5; ;1; ;04;1312,79111527034
4891197;1;2;2;1; ; ;3;5; ;1;3;5; ;1; ;04;1312,79111527034
4891197;1;3;2;1; ; ;3;5; ;1;3;5; ;1; ;04;1312,79111527034
4891197;1;4;2;1; ; ;3;5; ;1;2; ; ;1; ;04;1312,79111527034
4891198;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;2003,62381179724
4891198;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2003,62381179724
4891198;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2003,62381179724
4891198;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2003,62381179724
4891198;1;5;1;2;17; ;2; ; ;1;2; ; ;1; ;04;2003,62381179724
4891200;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1167,94116863047
4891200;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;04;1167,94116863047
4891201;1;1;1;1; ; ;2; ; ;2;2; ; ;2;10;04;1076,26663535327
4891201;1;2;1;1; ; ;2; ; ;2;2; ; ;2;10;04;1076,26663535327
4891201;1;3;1;1; ; ;2; ; ;2;2; ; ;2;10;04;1076,26663535327
4891202;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1203,7056910587
4891202;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1203,7056910587
4891202;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1203,7056910587
4891202;1;4;2;2;17; ;2; ; ;1;2; ; ;1; ;04;1203,7056910587
4891202;1;5;2;2;17; ;2; ; ;1;2; ; ;1; ;04;1203,7056910587
4891203;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2573,73843715346
4891203;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2573,73843715346
4891203;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2573,73843715346
4891203;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2573,73843715346
4891203;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2573,73843715346
4891204;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2026,38124830355
4891204;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;2026,38124830355
4891205;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;04;1179,68451325822
4891205;1;2;2;2;76; ;2; ; ;1;2; ; ;1; ;04;1179,68451325822
4891205;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1179,68451325822
4891206;1;1;2;2;5; ;2; ; ;2;2; ; ;2;10;04;1309,44480769266
4891206;1;2;2;2;5; ;2; ; ;2;2; ; ;2;10;04;1309,44480769266
4891206;1;3;2;2;5; ;2; ; ;2;2; ; ;2;10;04;1309,44480769266
4891206;1;4;2;1; ; ;3;5; ;1;2; ; ;2;10;04;1309,44480769266
4891207;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1215,90274467779
4891208;1;1;2;2;23; ;3;23; ;1;2; ; ;2;10;04;1864,37607167728
4891208;1;2;2;2;70; ;3;23; ;1;2; ; ;2;1;04;1864,37607167728
4891208;1;3;2;2;23; ;3;23; ;1;2; ; ;2;8;04;1864,37607167728
4891208;1;4;2;2;23; ;3;23; ;1;3;5; ;1; ;04;1864,37607167728
4891209;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1119,03272563133
4891213;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1903,70722220414
4891213;1;2;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1903,70722220414
4891214;1;1;2;2;5; ;3;5; ;1;3;5; ;1; ;04;980,674537784668
4891214;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;980,674537784668
4891214;1;3;2;2;5; ;3;5; ;1;3;5; ;1; ;04;980,674537784668
4891214;1;4;2;2;5; ;3;5; ;1;3;5; ;1; ;04;980,674537784668
4891215;1;1;2;2;19; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4891215;1;2;2;2;19; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4891216;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1119,03272563133
4891217;1;1;1;2;17; ;2; ; ;1;2; ; ;1; ;04;1076,26663535327
4891217;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;04;1076,26663535327
4891217;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1076,26663535327
4891218;1;1;2;2;68; ;3;68; ;1;2; ; ;1; ;04;1191,42785788597
4891218;1;2;2;2;5; ;3;68; ;1;2; ; ;1; ;04;1191,42785788597
4891218;1;3;2;2;68; ;3;68; ;1;2; ; ;1; ;04;1191,42785788597
4891218;1;4;2;2;68; ;1; ; ; ;2; ; ;1; ;04;1191,42785788597
4891219;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4891219;1;2;2;2;17; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4891220;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1134,1471607855
4891220;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1134,1471607855
4891220;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1134,1471607855
4891221;1;1;2;3; ;1;2; ; ;1;2; ; ;1; ;04;639,751840888996
4891221;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;04;639,751840888996
4891221;1;3;2;3; ;1;2; ; ;1;2; ; ;1; ;04;639,751840888996
4891222;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1119,03272563133
4891223;1;1;2;2;5; ;3;5; ;1;3;5; ;1; ;04;1357,40638373998
4891223;1;2;2;2;23; ;3;23; ;1;3;5; ;1; ;04;1357,40638373998
4891223;1;3;2;2;5; ;1; ; ; ;1; ; ; ; ;04;1357,40638373998
4891224;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1231,01717983196
4891224;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1231,01717983196
4891224;1;3;2;2;73; ;2; ; ;1;2; ; ;1; ;04;1231,01717983196
4891225;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1313,82261552166
4891225;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1313,82261552166
4891225;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1313,82261552166
4891226;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1134,1471607855
4891226;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1134,1471607855
4891226;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1134,1471607855
4891227;1;1;2;2;23; ;3;23; ;1;2; ; ;1; ;04;559,253899866314
4891227;1;2;2;2;23; ;3;23; ;1;2; ; ;1; ;04;559,253899866314
4891227;1;3;2;2;23; ;3;23; ;1;2; ; ;1; ;04;559,253899866314
4891227;1;4;2;2;23; ;3;23; ;1;2; ; ;1; ;04;559,253899866314
4891227;1;5;2;2;23; ;3;23; ;1;3;23; ;1; ;04;559,253899866314
4891227;1;6;2;2;23; ;3;23; ;1;3;23; ;1; ;04;559,253899866314
4891227;1;7;2;2;23; ;3;23; ;1;3;23; ;1; ;04;559,253899866314
4891228;1;1;2;2;27; ;2; ; ;1;2; ; ;1; ;04;1023,10957353668
4891228;1;2;2;2;8; ;2; ; ;1;2; ; ;1; ;04;1023,10957353668
4891228;1;3;2;2;27; ;2; ; ;1;2; ; ;1; ;04;1023,10957353668
4891229;1;1;1;2;5; ;3;5; ;1;2; ; ;1; ;04;1167,94116863047
4891229;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1167,94116863047
4891230;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1167,94116863047
4891230;1;2;2;2;11; ;2; ; ;1;2; ; ;1; ;04;1167,94116863047
4891233;1;1;2;1; ; ;3;5; ;1;2; ; ;1; ;04;607,951372338897
4891234;1;1;2;2;5; ;3;5; ;2;2; ; ;1; ;04;1072,21988205031
4891234;1;2;2;2;5; ;3;5; ;2;2; ; ;1; ;04;1072,21988205031
4891234;1;3;1;2;5; ;1; ; ; ;1; ; ; ; ;04;1072,21988205031
4891235;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1053,22996956342
4891235;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1053,22996956342
4891235;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1053,22996956342
4891235;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1053,22996956342
4891237;1;1;2;2;27; ;3;27; ;1;2; ; ;1; ;04;1022,58464763798
4891237;1;2;2;2;27; ;3;27; ;1;3;27; ;1; ;04;1022,58464763798
4891238;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4891238;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1182,10873683282
4891239;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1070,5462236853
4891240;1;1;2;2;5; ;3;5; ;1;3;5; ;1; ;04;903,892035054747
4891240;1;2;2;2;5; ;3;5; ;1;3;5; ;1; ;04;903,892035054747
4891240;2;1;2;1; ; ;3;5; ;1;2; ; ;1; ;04;903,892035054747
4891242;1;1;2;3; ;3;4; ;3; ;2; ; ;1; ;04;1134,1471607855
4891242;1;2;2;3; ;3;4; ;3; ;2; ; ;1; ;04;1134,1471607855
4891242;1;3;2;3; ;3;4; ;3; ;2; ; ;1; ;04;1134,1471607855
4891243;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1040,04840393369
4891243;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1040,04840393369
4891243;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1040,04840393369
4891243;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1040,04840393369
4891243;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1040,04840393369
4891244;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;04;1255,94209008943
4891244;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1255,94209008943
4891244;1;3;2;2;23; ;3;23; ;1;3;23; ;1; ;04;1255,94209008943
4891245;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;583,970584315235
4891245;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;583,970584315235
4891246;1;1;2;2;8; ;2; ; ;1;2; ; ;1; ;04;607,951372338897
4891247;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1119,03272563133
4891248;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1119,03272563133
4891249;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1119,03272563133
4891250;1;1;2;2;5; ;3;5; ;1;3;5; ;1; ;04;1191,42785788597
4891250;1;2;2;2;5; ;3;5; ;1;3;5; ;1; ;04;1191,42785788597
4891250;1;3;2;3; ;3;3;5; ;1;3;5; ;1; ;04;1191,42785788597
4891250;1;4;2;3; ;3;3;5; ;1;3;5; ;1; ;04;1191,42785788597
4891251;1;1;2;2;5; ;3;5; ;1;3;5; ;1; ;04;1216,9525964752
4891251;1;2;2;2;5; ;3;5; ;1;3;5; ;1; ;04;1216,9525964752
4891251;1;3;2;2;5; ;3;5; ;1;3;5; ;1; ;04;1216,9525964752
4891252;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1132,2478631096
4891252;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1132,2478631096
4891252;1;3;2;2;5; ;3;5; ;2;3;5; ;2;8;04;1132,2478631096
4891252;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1132,2478631096
4891252;1;5;1;1; ; ;1; ; ; ;1; ; ; ; ;04;1132,2478631096
4891253;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1260,01143879482
4891253;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1260,01143879482
4891254;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1216,4276705765
4891254;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1216,4276705765
4891255;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;882,754666940798
4891255;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;882,754666940798
4891256;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1167,94116863047
4891256;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1167,94116863047
4891257;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2365,26732546306
4891257;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;2365,26732546306
4891257;1;3;2;2;70; ;2; ; ;1;2; ; ;1; ;04;2365,26732546306
