Directorio;Secuencia_p;Orden;P6074;P756;P756S1;P756S3;P755;P755S1;P755S3;P754;P753;P753S1;P753S3;P752;P1662;Mes;Fex_c_2011
4879003;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1119,03272563133
4879004;1;1;2;2;11; ;3;5; ;1;2; ; ;1; ;04;1168,46609452917
4879004;1;2;2;1; ; ;3;5; ;1;2; ; ;1; ;04;1168,46609452917
4879004;1;3;2;1; ; ;3;5; ;1;2; ; ;1; ;04;1168,46609452917
4879005;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1265,33611357564
4879005;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1265,33611357564
4879005;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1265,33611357564
4879006;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1181,58381093412
4879007;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,63366273153
4879007;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;04;1182,63366273153
4879007;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,63366273153
4879008;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1243,28545035841
4879008;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1243,28545035841
4879008;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1243,28545035841
4879008;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1243,28545035841
4879008;1;5;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1243,28545035841
4879009;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;04;559,253899866314
4879009;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;04;559,253899866314
4879009;1;3;2;2;15; ;3;15; ;1;3;15; ;1; ;04;559,253899866314
4879009;1;4;2;2;23; ;2; ; ;1;2; ; ;1; ;04;559,253899866314
4879009;1;5;2;2;76; ;3;76; ;1;2; ; ;1; ;04;559,253899866314
4879010;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;04;1067,39753776577
4879010;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1067,39753776577
4879010;2;1;2;2;73; ;3;73; ;2;2; ; ;1; ;04;1067,39753776577
4879010;3;1;2;2;11; ;3;81; ;1;2; ; ;1; ;04;1067,39753776577
4879011;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1279,50368177799
4879011;1;2;2;2;17; ;2; ; ;1;2; ; ;1; ;04;1279,50368177799
4879011;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1279,50368177799
4879012;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879012;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879013;1;1;2;2;5; ;3;17; ;1;2; ; ;1; ;04;811,146102113862
4879013;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;811,146102113862
4879013;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;811,146102113862
4879013;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;811,146102113862
4879014;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1546,87159884949
4879014;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;04;1546,87159884949
4879014;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1546,87159884949
4879014;1;4;1;1; ; ;3;5; ;1;2; ; ;1; ;04;1546,87159884949
4879015;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1194,37700735928
4879015;1;2;2;2;66; ;2; ; ;1;2; ; ;1; ;04;1194,37700735928
4879015;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1194,37700735928
4879015;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1194,37700735928
4879016;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;04;762,237659114724
4879016;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;762,237659114724
4879016;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;04;762,237659114724
4879017;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879017;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879018;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;966,96804625624
4879018;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;04;966,96804625624
4879018;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;04;966,96804625624
4879018;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;966,96804625624
4879019;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879019;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879020;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;940,110266474324
4879021;1;1;1;2;17; ;2; ; ;1;2; ; ;1; ;04;1421,00732084018
4879021;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1421,00732084018
4879021;1;3;1;2;76; ;2; ; ;1;2; ; ;1; ;04;1421,00732084018
4879021;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1421,00732084018
4879021;1;5;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1421,00732084018
4879022;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1071,07114958401
4879022;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1071,07114958401
4879023;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1134,1471607855
4879023;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1134,1471607855
4879023;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1134,1471607855
4879024;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1088,53490587972
4879024;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1088,53490587972
4879024;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1088,53490587972
4879024;1;4;1;2;5; ;1; ; ; ;2; ; ;1; ;04;1088,53490587972
4879024;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1088,53490587972
4879026;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1371,57395194234
4879026;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1371,57395194234
4879026;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1371,57395194234
4879027;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1357,40638373998
4879027;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1357,40638373998
4879027;1;3;1;2;5; ;1; ; ; ;2; ; ;1; ;04;1357,40638373998
4879028;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;04;1119,03272563133
4879029;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1334,83079462406
4879029;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1334,83079462406
4879029;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1334,83079462406
4879029;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1334,83079462406
4879030;1;1;2;2;5; ;3;5; ;1;3;5; ;1; ;04;892,673616325703
4879030;1;2;2;2;5; ;2; ; ;1;3;5; ;1; ;04;892,673616325703
4879030;1;3;2;2;5; ;3;5; ;1;3;5; ;1; ;04;892,673616325703
4879031;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;892,148690426999
4879031;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;892,148690426999
4879032;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;04;1215,90274467779
4879033;1;1;2;2;5; ;3;5; ;1;3;5; ;1; ;04;1313,82261552166
4879033;1;2;2;2;5; ;3;5; ;1;3;5; ;1; ;04;1313,82261552166
4879033;1;3;2;2;5; ;3;5; ;1;3;5; ;1; ;04;1313,82261552166
4879034;1;1;2;2;70; ;3;81; ;1;3;70; ;1; ;04;720,081891826421
4879034;1;2;2;2;70; ;3;81; ;1;2; ; ;1; ;04;720,081891826421
4879034;1;3;2;2;85; ;3;85; ;1;2; ; ;1; ;04;720,081891826421
4879034;2;1;2;2;91; ;3;91; ;1;2; ; ;1; ;04;720,081891826421
4879034;3;1;2;2;99; ;3;99; ;1;3;81; ;1; ;04;720,081891826421
4879035;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1484,08333204167
4879035;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1484,08333204167
4879035;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1484,08333204167
4879035;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1484,08333204167
4879035;1;5;2;1; ; ;2; ; ;1;2; ; ;1; ;04;1484,08333204167
4879035;1;6;1;2;68; ;3;68; ;1;2; ; ;1; ;04;1484,08333204167
4879036;1;1;2;2;70; ;2; ; ;1;2; ; ;1; ;04;1124,22821140059
4879036;2;1;2;2;52; ;3;52; ;2;3;52; ;2;2;04;1124,22821140059
4879037;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;04;1076,79156125197
4879037;1;2;2;2;76; ;2; ; ;1;2; ; ;1; ;04;1076,79156125197
4879037;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1076,79156125197
4879037;1;4;2;2;76; ;3;76; ;1;2; ; ;1; ;04;1076,79156125197
4879038;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1179,68451325822
4879038;1;2;2;2;27; ;2; ; ;1;2; ; ;1; ;04;1179,68451325822
4879038;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1179,68451325822
4879039;1;1;2;2;18; ;2; ; ;1;2; ; ;1; ;04;822,88944674161
4879039;1;2;2;2;73; ;2; ; ;1;2; ; ;1; ;04;822,88944674161
4879039;1;3;2;2;73; ;2; ; ;1;2; ; ;1; ;04;822,88944674161
4879039;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;822,88944674161
4879039;1;5;2;2;50; ;3;50; ;1;2; ; ;1; ;04;822,88944674161
4879040;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1145,36557951454
4879040;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1145,36557951454
4879040;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1145,36557951454
4879041;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1179,53377638038
4879041;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1179,53377638038
4879041;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1179,53377638038
4879041;1;4;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1179,53377638038
4879041;1;5;1;1; ; ;1; ; ; ;1; ; ; ; ;04;1179,53377638038
4879042;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1070,5462236853
4879043;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879043;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879044;1;1;2;2;17; ;3;17; ;1;2; ; ;1; ;04;1167,94116863047
4879044;1;2;2;2;17; ;2; ; ;1;2; ; ;1; ;04;1167,94116863047
4879045;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879045;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879046;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1181,58381093412
4879047;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1609,94761005099
4879047;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1609,94761005099
4879047;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1609,94761005099
4879047;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1609,94761005099
4879047;1;5;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1609,94761005099
4879048;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1071,07114958401
4879048;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1071,07114958401
4879049;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1013,19062415178
4879049;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1013,19062415178
4879050;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1121,65325094815
4879050;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1121,65325094815
4879050;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1121,65325094815
4879050;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1121,65325094815
4879050;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1121,65325094815
4879051;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;04;1182,63366273153
4879051;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,63366273153
4879051;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,63366273153
4879052;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;04;986,394949452636
4879052;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;04;986,394949452636
4879052;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;986,394949452636
4879052;1;4;2;2;41; ;3;41; ;1;3;41; ;1; ;04;986,394949452636
4879052;1;5;2;3; ;6;4; ;6; ;4; ;6; ;2;04;986,394949452636
4879052;1;6;2;2;86; ;3;86; ;1;3;86; ;1; ;04;986,394949452636
4879053;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;04;1119,03272563133
4879054;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1265,33611357564
4879054;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1265,33611357564
4879054;1;3;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1265,33611357564
4879055;1;1;2;1; ; ;3;27; ;1;2; ; ;1; ;04;1215,90274467779
4879057;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1216,4276705765
4879057;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1216,4276705765
4879058;1;1;2;2;63; ;2; ; ;1;2; ; ;1; ;04;1013,19062415178
4879058;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1013,19062415178
4879059;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;811,146102113862
4879059;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;811,146102113862
4879059;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;811,146102113862
4879059;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;811,146102113862
4879060;1;1;2;2;95; ;3;95; ;1;2; ; ;1; ;04;940,110266474324
4879062;1;1;2;2;13; ;3;13; ;1;2; ; ;1; ;04;940,110266474324
4879063;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1003,71120357452
4879063;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1003,71120357452
4879063;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1003,71120357452
4879064;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879064;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879065;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1035,8509137529
4879065;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1035,8509137529
4879065;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1035,8509137529
4879065;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1035,8509137529
4879065;1;5;2;2;17; ;2; ; ;1;2; ; ;1; ;04;1035,8509137529
4879065;1;6;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1035,8509137529
4879065;1;7;2;2;17; ;3;17; ;1;3;17; ;1; ;04;1035,8509137529
4879066;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1238,71377115675
4879066;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1238,71377115675
4879066;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1238,71377115675
4879066;1;4;1;1; ; ;1; ; ; ;1; ; ; ; ;04;1238,71377115675
4879067;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1227,49535242771
4879067;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1227,49535242771
4879067;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1227,49535242771
4879067;1;4;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1227,49535242771
4879068;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1179,00885048168
4879068;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;04;1179,00885048168
4879068;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1179,00885048168
4879068;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1179,00885048168
4879069;1;1;2;2;86; ;3;86; ;1;2; ; ;1; ;04;1203,18076515999
4879069;1;2;2;2;86; ;3;86; ;1;2; ; ;1; ;04;1203,18076515999
4879069;1;3;2;2;76; ;3;86; ;1;2; ; ;1; ;04;1203,18076515999
4879069;1;4;2;2;86; ;2; ; ;1;2; ; ;1; ;04;1203,18076515999
4879070;1;1;2;2;68; ;3;68; ;1;3;68; ;1; ;04;1215,90274467779
4879071;1;1;2;2;68; ;3;68; ;1;3;68; ;1; ;04;1061,1522001991
4879072;1;1;1;2;17; ;2; ; ;1;2; ; ;1; ;04;1119,03272563133
4879073;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1003,71120357452
4879073;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;04;1003,71120357452
4879073;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1003,71120357452
4879075;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879075;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879076;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1100,58122262098
4879076;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1100,58122262098
4879076;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1100,58122262098
4879077;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1167,94116863047
4879077;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1167,94116863047
4879078;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;892,148690426999
4879078;1;2;2;2;11; ;2; ; ;1;2; ; ;1; ;04;892,148690426999
4879079;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1110,58556909694
4879079;1;2;2;2;11; ;2; ; ;1;2; ; ;1; ;04;1110,58556909694
4879079;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1110,58556909694
4879080;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1087,46350621604
4879080;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1087,46350621604
4879080;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1087,46350621604
4879080;1;4;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1087,46350621604
4879080;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1087,46350621604
4879082;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1071,07114958401
4879082;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1071,07114958401
4879083;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;761,71273321602
4879083;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;761,71273321602
4879084;1;1;2;2;70; ;3;44; ;1;3;44; ;1; ;04;1003,18627767582
4879084;1;2;2;2;44; ;3;44; ;1;2; ; ;1; ;04;1003,18627767582
4879087;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1119,03272563133
4879088;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1168,46609452917
4879088;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1168,46609452917
4879088;1;3;2;2;5; ;3;54; ;1;2; ; ;1; ;04;1168,46609452917
4879089;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1013,19062415178
4879089;1;2;2;3; ;1;2; ; ;1;2; ; ;1; ;04;1013,19062415178
4879090;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1110,58556909694
4879090;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1110,58556909694
4879090;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1110,58556909694
4879091;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1215,90274467779
4879092;1;1;2;2;50; ;2; ; ;1;2; ; ;1; ;04;1515,97804221074
4879092;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1515,97804221074
4879092;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1515,97804221074
4879092;1;4;2;2;47; ;2; ; ;1;2; ; ;1; ;04;1515,97804221074
4879092;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1515,97804221074
4879092;1;6;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1515,97804221074
4879092;1;7;2;2;86; ;2; ; ;1;3;86; ;1; ;04;1515,97804221074
4879093;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1082,81449421175
4879093;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1082,81449421175
4879093;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1082,81449421175
4879094;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1037,69908279215
4879094;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1037,69908279215
4879094;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1037,69908279215
4879094;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1037,69908279215
4879095;1;1;2;2;70; ;2; ; ;1;2; ; ;1; ;04;846,536435521221
4879095;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;846,536435521221
4879095;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;846,536435521221
4879095;1;4;2;2;70; ;3;70; ;1;3;70; ;1; ;04;846,536435521221
4879096;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;956,2745534259
4879096;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;956,2745534259
4879096;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;956,2745534259
4879096;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;956,2745534259
4879096;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;04;956,2745534259
4879097;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879097;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879098;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1180,20943915692
4879098;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1180,20943915692
4879098;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1180,20943915692
4879098;1;4;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1180,20943915692
4879099;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879099;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879100;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1216,4276705765
4879100;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1216,4276705765
4879101;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879101;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;04;1182,10873683282
4879102;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1158,54714514427
4879102;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1158,54714514427
4879104;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1124,7531372993
4879104;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1124,7531372993
4879104;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1124,7531372993
4879105;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1133,6222348868
4879105;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1133,6222348868
4879106;1;1;2;2;70; ;3;5; ;1;3;5; ;1; ;04;656,395557635169
4879106;1;2;2;3; ;3;3;5; ;1;3;5; ;1; ;04;656,395557635169
4879106;1;3;2;2;5; ;3;5; ;1;3;5; ;1; ;04;656,395557635169
4879106;1;4;2;1; ; ;3;5; ;1;3;5; ;1; ;04;656,395557635169
4879107;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;932,188035838639
4879107;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;932,188035838639
4879107;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;04;932,188035838639
4879107;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;932,188035838639
4879108;1;1;2;2;5; ;3;5; ;1;3;5; ;1; ;04;1171,76228262253
4879108;1;2;2;2;5; ;3;5; ;1;3;5; ;1; ;04;1171,76228262253
4879108;1;3;2;2;5; ;3;5; ;1;3;5; ;1; ;04;1171,76228262253
4879108;1;4;2;2;5; ;3;5; ;1;3;5; ;1; ;04;1171,76228262253
4879108;1;5;2;1; ; ;2; ; ;1;3;5; ;1; ;04;1171,76228262253
4879108;1;6;2;2;5; ;1; ; ; ;2; ; ;1; ;04;1171,76228262253
4879109;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;955,224701628492
4879109;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;955,224701628492
4879109;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;955,224701628492
4879110;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1119,03272563133
4879111;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;989,543635372165
4879111;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;989,543635372165
4879111;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;989,543635372165
4879112;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1001,28697999991
4879112;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1001,28697999991
4879112;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1001,28697999991
4879112;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1001,28697999991
4879113;1;1;2;2;54; ;3;11; ;1;2; ; ;1; ;04;777,437491359947
4879113;1;2;2;2;54; ;3;11; ;1;2; ; ;1; ;04;777,437491359947
4879113;1;3;2;2;54; ;3;11; ;1;2; ; ;1; ;04;777,437491359947
4879113;1;4;2;2;54; ;3;11; ;1;2; ; ;1; ;04;777,437491359947
4879114;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1215,90274467779
4879115;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1323,61237589501
4879115;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1323,61237589501
4879115;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1323,61237589501
4879115;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;04;1323,61237589501
4879116;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1167,94116863047
4879116;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1167,94116863047
4879117;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1207,98051404211
4879117;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;04;1207,98051404211
4879117;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1207,98051404211
4879117;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;04;1207,98051404211
4879118;1;1;2;3; ;11;2; ; ;1;2; ; ;1; ;04;1300,05078420646
